STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
1,1,2015,pctunins,10.1,Alabama,AL,Autauga County
1,1,2016,pctunins,8.9,Alabama,AL,Autauga County
1,3,2015,pctunins,13,Alabama,AL,Baldwin County
1,3,2016,pctunins,11.8,Alabama,AL,Baldwin County
1,5,2015,pctunins,15.5,Alabama,AL,Barbour County
1,5,2016,pctunins,13,Alabama,AL,Barbour County
1,7,2015,pctunins,9.7,Alabama,AL,Bibb County
1,7,2016,pctunins,9,Alabama,AL,Bibb County
1,9,2015,pctunins,11.6,Alabama,AL,Blount County
1,9,2016,pctunins,11.2,Alabama,AL,Blount County
1,11,2015,pctunins,18.1,Alabama,AL,Bullock County
1,11,2016,pctunins,16.7,Alabama,AL,Bullock County
1,13,2015,pctunins,12.3,Alabama,AL,Butler County
1,13,2016,pctunins,11.8,Alabama,AL,Butler County
1,15,2015,pctunins,11.9,Alabama,AL,Calhoun County
1,15,2016,pctunins,10.9,Alabama,AL,Calhoun County
1,17,2015,pctunins,13.9,Alabama,AL,Chambers County
1,17,2016,pctunins,11.8,Alabama,AL,Chambers County
1,19,2015,pctunins,9.9,Alabama,AL,Cherokee County
1,19,2016,pctunins,9.5,Alabama,AL,Cherokee County
1,21,2015,pctunins,16,Alabama,AL,Chilton County
1,21,2016,pctunins,15.8,Alabama,AL,Chilton County
1,23,2015,pctunins,13.4,Alabama,AL,Choctaw County
1,23,2016,pctunins,11.5,Alabama,AL,Choctaw County
1,25,2015,pctunins,15.2,Alabama,AL,Clarke County
1,25,2016,pctunins,13.3,Alabama,AL,Clarke County
1,27,2015,pctunins,14.4,Alabama,AL,Clay County
1,27,2016,pctunins,12.9,Alabama,AL,Clay County
1,29,2015,pctunins,13.7,Alabama,AL,Cleburne County
1,29,2016,pctunins,13.8,Alabama,AL,Cleburne County
1,31,2015,pctunins,11.6,Alabama,AL,Coffee County
1,31,2016,pctunins,10.7,Alabama,AL,Coffee County
1,33,2015,pctunins,11.1,Alabama,AL,Colbert County
1,33,2016,pctunins,9.1,Alabama,AL,Colbert County
1,35,2015,pctunins,20.8,Alabama,AL,Conecuh County
1,35,2016,pctunins,19.1,Alabama,AL,Conecuh County
1,37,2015,pctunins,15.5,Alabama,AL,Coosa County
1,37,2016,pctunins,12.6,Alabama,AL,Coosa County
1,39,2015,pctunins,13.3,Alabama,AL,Covington County
1,39,2016,pctunins,12.4,Alabama,AL,Covington County
1,41,2015,pctunins,12.3,Alabama,AL,Crenshaw County
1,41,2016,pctunins,11.3,Alabama,AL,Crenshaw County
1,43,2015,pctunins,15,Alabama,AL,Cullman County
1,43,2016,pctunins,14.5,Alabama,AL,Cullman County
1,45,2015,pctunins,13.4,Alabama,AL,Dale County
1,45,2016,pctunins,13.1,Alabama,AL,Dale County
1,47,2015,pctunins,14,Alabama,AL,Dallas County
1,47,2016,pctunins,12.5,Alabama,AL,Dallas County
1,49,2015,pctunins,16.9,Alabama,AL,DeKalb County
1,49,2016,pctunins,16,Alabama,AL,DeKalb County
1,51,2015,pctunins,9.4,Alabama,AL,Elmore County
1,51,2016,pctunins,8.8,Alabama,AL,Elmore County
1,53,2015,pctunins,18.5,Alabama,AL,Escambia County
1,53,2016,pctunins,17.6,Alabama,AL,Escambia County
1,55,2015,pctunins,13.1,Alabama,AL,Etowah County
1,55,2016,pctunins,12.1,Alabama,AL,Etowah County
1,57,2015,pctunins,9.5,Alabama,AL,Fayette County
1,57,2016,pctunins,8.4,Alabama,AL,Fayette County
1,59,2015,pctunins,15.8,Alabama,AL,Franklin County
1,59,2016,pctunins,14.1,Alabama,AL,Franklin County
1,61,2015,pctunins,15.4,Alabama,AL,Geneva County
1,61,2016,pctunins,14.7,Alabama,AL,Geneva County
1,63,2015,pctunins,14.6,Alabama,AL,Greene County
1,63,2016,pctunins,14,Alabama,AL,Greene County
1,65,2015,pctunins,12.3,Alabama,AL,Hale County
1,65,2016,pctunins,11.1,Alabama,AL,Hale County
1,67,2015,pctunins,12.3,Alabama,AL,Henry County
1,67,2016,pctunins,11.5,Alabama,AL,Henry County
1,69,2015,pctunins,12.8,Alabama,AL,Houston County
1,69,2016,pctunins,12.1,Alabama,AL,Houston County
1,71,2015,pctunins,14.3,Alabama,AL,Jackson County
1,71,2016,pctunins,11.9,Alabama,AL,Jackson County
1,73,2015,pctunins,11.8,Alabama,AL,Jefferson County
1,73,2016,pctunins,10.9,Alabama,AL,Jefferson County
1,75,2015,pctunins,13.3,Alabama,AL,Lamar County
1,75,2016,pctunins,12.7,Alabama,AL,Lamar County
1,77,2015,pctunins,11.3,Alabama,AL,Lauderdale County
1,77,2016,pctunins,11,Alabama,AL,Lauderdale County
1,79,2015,pctunins,11.4,Alabama,AL,Lawrence County
1,79,2016,pctunins,11,Alabama,AL,Lawrence County
1,81,2015,pctunins,10.5,Alabama,AL,Lee County
1,81,2016,pctunins,9.5,Alabama,AL,Lee County
1,83,2015,pctunins,12.6,Alabama,AL,Limestone County
1,83,2016,pctunins,12.5,Alabama,AL,Limestone County
1,85,2015,pctunins,13.6,Alabama,AL,Lowndes County
1,85,2016,pctunins,12.7,Alabama,AL,Lowndes County
1,87,2015,pctunins,12.4,Alabama,AL,Macon County
1,87,2016,pctunins,10.8,Alabama,AL,Macon County
1,89,2015,pctunins,11.9,Alabama,AL,Madison County
1,89,2016,pctunins,10.3,Alabama,AL,Madison County
1,91,2015,pctunins,12,Alabama,AL,Marengo County
1,91,2016,pctunins,12.2,Alabama,AL,Marengo County
1,93,2015,pctunins,11.8,Alabama,AL,Marion County
1,93,2016,pctunins,9.6,Alabama,AL,Marion County
1,95,2015,pctunins,16.9,Alabama,AL,Marshall County
1,95,2016,pctunins,15.4,Alabama,AL,Marshall County
1,97,2015,pctunins,14.2,Alabama,AL,Mobile County
1,97,2016,pctunins,13.2,Alabama,AL,Mobile County
1,99,2015,pctunins,16.9,Alabama,AL,Monroe County
1,99,2016,pctunins,16.4,Alabama,AL,Monroe County
1,101,2015,pctunins,12.9,Alabama,AL,Montgomery County
1,101,2016,pctunins,12.1,Alabama,AL,Montgomery County
1,103,2015,pctunins,14.7,Alabama,AL,Morgan County
1,103,2016,pctunins,12.6,Alabama,AL,Morgan County
1,105,2015,pctunins,14.4,Alabama,AL,Perry County
1,105,2016,pctunins,15.4,Alabama,AL,Perry County
1,107,2015,pctunins,13,Alabama,AL,Pickens County
1,107,2016,pctunins,11.1,Alabama,AL,Pickens County
1,109,2015,pctunins,10.7,Alabama,AL,Pike County
1,109,2016,pctunins,10.6,Alabama,AL,Pike County
1,111,2015,pctunins,14.3,Alabama,AL,Randolph County
1,111,2016,pctunins,11.9,Alabama,AL,Randolph County
1,113,2015,pctunins,16.3,Alabama,AL,Russell County
1,113,2016,pctunins,15.2,Alabama,AL,Russell County
1,115,2015,pctunins,10.6,Alabama,AL,St. Clair County
1,115,2016,pctunins,9,Alabama,AL,St. Clair County
1,117,2015,pctunins,8.9,Alabama,AL,Shelby County
1,117,2016,pctunins,8.2,Alabama,AL,Shelby County
1,119,2015,pctunins,19.2,Alabama,AL,Sumter County
1,119,2016,pctunins,18.2,Alabama,AL,Sumter County
1,121,2015,pctunins,12.7,Alabama,AL,Talladega County
1,121,2016,pctunins,11.1,Alabama,AL,Talladega County
1,123,2015,pctunins,11.9,Alabama,AL,Tallapoosa County
1,123,2016,pctunins,10.7,Alabama,AL,Tallapoosa County
1,125,2015,pctunins,10.3,Alabama,AL,Tuscaloosa County
1,125,2016,pctunins,9.7,Alabama,AL,Tuscaloosa County
1,127,2015,pctunins,13.5,Alabama,AL,Walker County
1,127,2016,pctunins,12.6,Alabama,AL,Walker County
1,129,2015,pctunins,15.5,Alabama,AL,Washington County
1,129,2016,pctunins,13.7,Alabama,AL,Washington County
1,131,2015,pctunins,16.4,Alabama,AL,Wilcox County
1,131,2016,pctunins,15.2,Alabama,AL,Wilcox County
1,133,2015,pctunins,13.4,Alabama,AL,Winston County
1,133,2016,pctunins,12.9,Alabama,AL,Winston County
2,13,2015,pctunins,56.3,Alaska,AK,Aleutians East Borough
2,13,2016,pctunins,52,Alaska,AK,Aleutians East Borough
2,16,2015,pctunins,24.2,Alaska,AK,Aleutians West Census Area
2,16,2016,pctunins,21.3,Alaska,AK,Aleutians West Census Area
2,20,2015,pctunins,15.5,Alaska,AK,Anchorage Municipality
2,20,2016,pctunins,14.5,Alaska,AK,Anchorage Municipality
2,50,2015,pctunins,25.6,Alaska,AK,Bethel Census Area
2,50,2016,pctunins,25.1,Alaska,AK,Bethel Census Area
2,60,2015,pctunins,19.9,Alaska,AK,Bristol Bay Borough
2,60,2016,pctunins,20.4,Alaska,AK,Bristol Bay Borough
2,68,2015,pctunins,25.2,Alaska,AK,Denali Borough
2,68,2016,pctunins,23.2,Alaska,AK,Denali Borough
2,70,2015,pctunins,29.1,Alaska,AK,Dillingham Census Area
2,70,2016,pctunins,25.8,Alaska,AK,Dillingham Census Area
2,90,2015,pctunins,13.2,Alaska,AK,Fairbanks North Star Borough
2,90,2016,pctunins,11.6,Alaska,AK,Fairbanks North Star Borough
2,100,2015,pctunins,25.5,Alaska,AK,Haines Borough
2,100,2016,pctunins,23.3,Alaska,AK,Haines Borough
2,105,2015,pctunins,29,Alaska,AK,Hoonah-Angoon Census Area
2,105,2016,pctunins,26,Alaska,AK,Hoonah-Angoon Census Area
2,110,2015,pctunins,14.5,Alaska,AK,Juneau City and Borough
2,110,2016,pctunins,12.3,Alaska,AK,Juneau City and Borough
2,122,2015,pctunins,21.2,Alaska,AK,Kenai Peninsula Borough
2,122,2016,pctunins,20.2,Alaska,AK,Kenai Peninsula Borough
2,130,2015,pctunins,18.8,Alaska,AK,Ketchikan Gateway Borough
2,130,2016,pctunins,15.5,Alaska,AK,Ketchikan Gateway Borough
2,150,2015,pctunins,25.6,Alaska,AK,Kodiak Island Borough
2,150,2016,pctunins,22.7,Alaska,AK,Kodiak Island Borough
2,158,2015,pctunins,28.1,Alaska,AK,Kusilvak Census Area
2,158,2016,pctunins,26,Alaska,AK,Kusilvak Census Area
2,164,2015,pctunins,35,Alaska,AK,Lake and Peninsula Borough
2,164,2016,pctunins,33.9,Alaska,AK,Lake and Peninsula Borough
2,170,2015,pctunins,18.4,Alaska,AK,Matanuska-Susitna Borough
2,170,2016,pctunins,17.4,Alaska,AK,Matanuska-Susitna Borough
2,180,2015,pctunins,28.2,Alaska,AK,Nome Census Area
2,180,2016,pctunins,26.8,Alaska,AK,Nome Census Area
2,185,2015,pctunins,22.5,Alaska,AK,North Slope Borough
2,185,2016,pctunins,24.9,Alaska,AK,North Slope Borough
2,188,2015,pctunins,32.1,Alaska,AK,Northwest Arctic Borough
2,188,2016,pctunins,31.1,Alaska,AK,Northwest Arctic Borough
2,195,2015,pctunins,21.9,Alaska,AK,Petersburg Borough
2,195,2016,pctunins,15.6,Alaska,AK,Petersburg Borough
2,198,2015,pctunins,33.2,Alaska,AK,Prince of Wales-Hyder Census Area
2,198,2016,pctunins,31.2,Alaska,AK,Prince of Wales-Hyder Census Area
2,220,2015,pctunins,17.5,Alaska,AK,Sitka City and Borough
2,220,2016,pctunins,18.6,Alaska,AK,Sitka City and Borough
2,230,2015,pctunins,24.8,Alaska,AK,Skagway Municipality
2,230,2016,pctunins,23.4,Alaska,AK,Skagway Municipality
2,240,2015,pctunins,22.1,Alaska,AK,Southeast Fairbanks Census Area
2,240,2016,pctunins,21.8,Alaska,AK,Southeast Fairbanks Census Area
2,261,2015,pctunins,23.1,Alaska,AK,Valdez-Cordova Census Area
2,261,2016,pctunins,20.9,Alaska,AK,Valdez-Cordova Census Area
2,275,2015,pctunins,21.2,Alaska,AK,Wrangell City and Borough
2,275,2016,pctunins,18.1,Alaska,AK,Wrangell City and Borough
2,282,2015,pctunins,21.3,Alaska,AK,Yakutat City and Borough
2,282,2016,pctunins,19,Alaska,AK,Yakutat City and Borough
2,290,2015,pctunins,37.9,Alaska,AK,Yukon-Koyukuk Census Area
2,290,2016,pctunins,35.3,Alaska,AK,Yukon-Koyukuk Census Area
4,1,2015,pctunins,23.9,Arizona,AZ,Apache County
4,1,2016,pctunins,23.6,Arizona,AZ,Apache County
4,3,2015,pctunins,11.5,Arizona,AZ,Cochise County
4,3,2016,pctunins,10.1,Arizona,AZ,Cochise County
4,5,2015,pctunins,18.2,Arizona,AZ,Coconino County
4,5,2016,pctunins,16.4,Arizona,AZ,Coconino County
4,7,2015,pctunins,15.1,Arizona,AZ,Gila County
4,7,2016,pctunins,14,Arizona,AZ,Gila County
4,9,2015,pctunins,13.2,Arizona,AZ,Graham County
4,9,2016,pctunins,11.3,Arizona,AZ,Graham County
4,11,2015,pctunins,13.4,Arizona,AZ,Greenlee County
4,11,2016,pctunins,11.5,Arizona,AZ,Greenlee County
4,12,2015,pctunins,13.7,Arizona,AZ,La Paz County
4,12,2016,pctunins,12.2,Arizona,AZ,La Paz County
4,13,2015,pctunins,15.2,Arizona,AZ,Maricopa County
4,13,2016,pctunins,13.7,Arizona,AZ,Maricopa County
4,15,2015,pctunins,15.6,Arizona,AZ,Mohave County
4,15,2016,pctunins,14,Arizona,AZ,Mohave County
4,17,2015,pctunins,17.8,Arizona,AZ,Navajo County
4,17,2016,pctunins,16.8,Arizona,AZ,Navajo County
4,19,2015,pctunins,13.3,Arizona,AZ,Pima County
4,19,2016,pctunins,12.3,Arizona,AZ,Pima County
4,21,2015,pctunins,13.2,Arizona,AZ,Pinal County
4,21,2016,pctunins,11.6,Arizona,AZ,Pinal County
4,23,2015,pctunins,17.8,Arizona,AZ,Santa Cruz County
4,23,2016,pctunins,15.5,Arizona,AZ,Santa Cruz County
4,25,2015,pctunins,13.4,Arizona,AZ,Yavapai County
4,25,2016,pctunins,12.8,Arizona,AZ,Yavapai County
4,27,2015,pctunins,19.4,Arizona,AZ,Yuma County
4,27,2016,pctunins,18,Arizona,AZ,Yuma County
5,1,2015,pctunins,12.7,Arkansas,AR,Arkansas County
5,1,2016,pctunins,9.5,Arkansas,AR,Arkansas County
5,3,2015,pctunins,14.3,Arkansas,AR,Ashley County
5,3,2016,pctunins,12.2,Arkansas,AR,Ashley County
5,5,2015,pctunins,10.8,Arkansas,AR,Baxter County
5,5,2016,pctunins,9.2,Arkansas,AR,Baxter County
5,7,2015,pctunins,13,Arkansas,AR,Benton County
5,7,2016,pctunins,11.5,Arkansas,AR,Benton County
5,9,2015,pctunins,12.9,Arkansas,AR,Boone County
5,9,2016,pctunins,11.4,Arkansas,AR,Boone County
5,11,2015,pctunins,16,Arkansas,AR,Bradley County
5,11,2016,pctunins,14.3,Arkansas,AR,Bradley County
5,13,2015,pctunins,14.1,Arkansas,AR,Calhoun County
5,13,2016,pctunins,12.2,Arkansas,AR,Calhoun County
5,15,2015,pctunins,17.6,Arkansas,AR,Carroll County
5,15,2016,pctunins,16.6,Arkansas,AR,Carroll County
5,17,2015,pctunins,14.9,Arkansas,AR,Chicot County
5,17,2016,pctunins,12.8,Arkansas,AR,Chicot County
5,19,2015,pctunins,12.3,Arkansas,AR,Clark County
5,19,2016,pctunins,11.1,Arkansas,AR,Clark County
5,21,2015,pctunins,15.7,Arkansas,AR,Clay County
5,21,2016,pctunins,11.8,Arkansas,AR,Clay County
5,23,2015,pctunins,15.7,Arkansas,AR,Cleburne County
5,23,2016,pctunins,13.8,Arkansas,AR,Cleburne County
5,25,2015,pctunins,11.1,Arkansas,AR,Cleveland County
5,25,2016,pctunins,9.5,Arkansas,AR,Cleveland County
5,27,2015,pctunins,12.8,Arkansas,AR,Columbia County
5,27,2016,pctunins,11.6,Arkansas,AR,Columbia County
5,29,2015,pctunins,12.4,Arkansas,AR,Conway County
5,29,2016,pctunins,10.9,Arkansas,AR,Conway County
5,31,2015,pctunins,15.1,Arkansas,AR,Craighead County
5,31,2016,pctunins,13.6,Arkansas,AR,Craighead County
5,33,2015,pctunins,14.6,Arkansas,AR,Crawford County
5,33,2016,pctunins,12.8,Arkansas,AR,Crawford County
5,35,2015,pctunins,14.2,Arkansas,AR,Crittenden County
5,35,2016,pctunins,11.5,Arkansas,AR,Crittenden County
5,37,2015,pctunins,13.7,Arkansas,AR,Cross County
5,37,2016,pctunins,10.4,Arkansas,AR,Cross County
5,39,2015,pctunins,14.3,Arkansas,AR,Dallas County
5,39,2016,pctunins,11.5,Arkansas,AR,Dallas County
5,41,2015,pctunins,15.9,Arkansas,AR,Desha County
5,41,2016,pctunins,11.5,Arkansas,AR,Desha County
5,43,2015,pctunins,15.5,Arkansas,AR,Drew County
5,43,2016,pctunins,12.7,Arkansas,AR,Drew County
5,45,2015,pctunins,12.4,Arkansas,AR,Faulkner County
5,45,2016,pctunins,11.7,Arkansas,AR,Faulkner County
5,47,2015,pctunins,12.6,Arkansas,AR,Franklin County
5,47,2016,pctunins,9.8,Arkansas,AR,Franklin County
5,49,2015,pctunins,13.3,Arkansas,AR,Fulton County
5,49,2016,pctunins,11.4,Arkansas,AR,Fulton County
5,51,2015,pctunins,16.4,Arkansas,AR,Garland County
5,51,2016,pctunins,14.7,Arkansas,AR,Garland County
5,53,2015,pctunins,10.8,Arkansas,AR,Grant County
5,53,2016,pctunins,9.1,Arkansas,AR,Grant County
5,55,2015,pctunins,13.6,Arkansas,AR,Greene County
5,55,2016,pctunins,11.8,Arkansas,AR,Greene County
5,57,2015,pctunins,17.5,Arkansas,AR,Hempstead County
5,57,2016,pctunins,14.6,Arkansas,AR,Hempstead County
5,59,2015,pctunins,14.2,Arkansas,AR,Hot Spring County
5,59,2016,pctunins,11.8,Arkansas,AR,Hot Spring County
5,61,2015,pctunins,18.4,Arkansas,AR,Howard County
5,61,2016,pctunins,15.2,Arkansas,AR,Howard County
5,63,2015,pctunins,14.5,Arkansas,AR,Independence County
5,63,2016,pctunins,13,Arkansas,AR,Independence County
5,65,2015,pctunins,15.7,Arkansas,AR,Izard County
5,65,2016,pctunins,13.1,Arkansas,AR,Izard County
5,67,2015,pctunins,14.8,Arkansas,AR,Jackson County
5,67,2016,pctunins,13.7,Arkansas,AR,Jackson County
5,69,2015,pctunins,11.9,Arkansas,AR,Jefferson County
5,69,2016,pctunins,10.5,Arkansas,AR,Jefferson County
5,71,2015,pctunins,13.9,Arkansas,AR,Johnson County
5,71,2016,pctunins,12.9,Arkansas,AR,Johnson County
5,73,2015,pctunins,17.1,Arkansas,AR,Lafayette County
5,73,2016,pctunins,13.7,Arkansas,AR,Lafayette County
5,75,2015,pctunins,16.3,Arkansas,AR,Lawrence County
5,75,2016,pctunins,12.7,Arkansas,AR,Lawrence County
5,77,2015,pctunins,16.1,Arkansas,AR,Lee County
5,77,2016,pctunins,14.3,Arkansas,AR,Lee County
5,79,2015,pctunins,15.4,Arkansas,AR,Lincoln County
5,79,2016,pctunins,12.7,Arkansas,AR,Lincoln County
5,81,2015,pctunins,15,Arkansas,AR,Little River County
5,81,2016,pctunins,13.1,Arkansas,AR,Little River County
5,83,2015,pctunins,13.2,Arkansas,AR,Logan County
5,83,2016,pctunins,10.1,Arkansas,AR,Logan County
5,85,2015,pctunins,10.9,Arkansas,AR,Lonoke County
5,85,2016,pctunins,10.1,Arkansas,AR,Lonoke County
5,87,2015,pctunins,16.5,Arkansas,AR,Madison County
5,87,2016,pctunins,14.9,Arkansas,AR,Madison County
5,89,2015,pctunins,14.4,Arkansas,AR,Marion County
5,89,2016,pctunins,11.1,Arkansas,AR,Marion County
5,91,2015,pctunins,17,Arkansas,AR,Miller County
5,91,2016,pctunins,15.6,Arkansas,AR,Miller County
5,93,2015,pctunins,15.8,Arkansas,AR,Mississippi County
5,93,2016,pctunins,13.8,Arkansas,AR,Mississippi County
5,95,2015,pctunins,15.5,Arkansas,AR,Monroe County
5,95,2016,pctunins,14.2,Arkansas,AR,Monroe County
5,97,2015,pctunins,17.5,Arkansas,AR,Montgomery County
5,97,2016,pctunins,14.7,Arkansas,AR,Montgomery County
5,99,2015,pctunins,16.9,Arkansas,AR,Nevada County
5,99,2016,pctunins,14.8,Arkansas,AR,Nevada County
5,101,2015,pctunins,14.3,Arkansas,AR,Newton County
5,101,2016,pctunins,13.4,Arkansas,AR,Newton County
5,103,2015,pctunins,11.4,Arkansas,AR,Ouachita County
5,103,2016,pctunins,10.4,Arkansas,AR,Ouachita County
5,105,2015,pctunins,9.9,Arkansas,AR,Perry County
5,105,2016,pctunins,10.4,Arkansas,AR,Perry County
5,107,2015,pctunins,17.9,Arkansas,AR,Phillips County
5,107,2016,pctunins,15.4,Arkansas,AR,Phillips County
5,109,2015,pctunins,16.8,Arkansas,AR,Pike County
5,109,2016,pctunins,14.9,Arkansas,AR,Pike County
5,111,2015,pctunins,16.5,Arkansas,AR,Poinsett County
5,111,2016,pctunins,13.9,Arkansas,AR,Poinsett County
5,113,2015,pctunins,17.3,Arkansas,AR,Polk County
5,113,2016,pctunins,15,Arkansas,AR,Polk County
5,115,2015,pctunins,14,Arkansas,AR,Pope County
5,115,2016,pctunins,11.7,Arkansas,AR,Pope County
5,117,2015,pctunins,13.2,Arkansas,AR,Prairie County
5,117,2016,pctunins,12.1,Arkansas,AR,Prairie County
5,119,2015,pctunins,13.4,Arkansas,AR,Pulaski County
5,119,2016,pctunins,11.6,Arkansas,AR,Pulaski County
5,121,2015,pctunins,15,Arkansas,AR,Randolph County
5,121,2016,pctunins,13.8,Arkansas,AR,Randolph County
5,123,2015,pctunins,16,Arkansas,AR,St. Francis County
5,123,2016,pctunins,14.7,Arkansas,AR,St. Francis County
5,125,2015,pctunins,10.7,Arkansas,AR,Saline County
5,125,2016,pctunins,8.7,Arkansas,AR,Saline County
5,127,2015,pctunins,13.9,Arkansas,AR,Scott County
5,127,2016,pctunins,10.4,Arkansas,AR,Scott County
5,129,2015,pctunins,16.3,Arkansas,AR,Searcy County
5,129,2016,pctunins,13.3,Arkansas,AR,Searcy County
5,131,2015,pctunins,15.8,Arkansas,AR,Sebastian County
5,131,2016,pctunins,13.7,Arkansas,AR,Sebastian County
5,133,2015,pctunins,20.2,Arkansas,AR,Sevier County
5,133,2016,pctunins,18.6,Arkansas,AR,Sevier County
5,135,2015,pctunins,15.8,Arkansas,AR,Sharp County
5,135,2016,pctunins,14.6,Arkansas,AR,Sharp County
5,137,2015,pctunins,14.2,Arkansas,AR,Stone County
5,137,2016,pctunins,11.7,Arkansas,AR,Stone County
5,139,2015,pctunins,14.4,Arkansas,AR,Union County
5,139,2016,pctunins,13.1,Arkansas,AR,Union County
5,141,2015,pctunins,18.1,Arkansas,AR,Van Buren County
5,141,2016,pctunins,15.4,Arkansas,AR,Van Buren County
5,143,2015,pctunins,15.4,Arkansas,AR,Washington County
5,143,2016,pctunins,13.5,Arkansas,AR,Washington County
5,145,2015,pctunins,14.4,Arkansas,AR,White County
5,145,2016,pctunins,12.3,Arkansas,AR,White County
5,147,2015,pctunins,18,Arkansas,AR,Woodruff County
5,147,2016,pctunins,16.3,Arkansas,AR,Woodruff County
5,149,2015,pctunins,14.9,Arkansas,AR,Yell County
5,149,2016,pctunins,12.6,Arkansas,AR,Yell County
6,1,2015,pctunins,10.1,California,CA,Alameda County
6,1,2016,pctunins,8.4,California,CA,Alameda County
6,3,2015,pctunins,19.4,California,CA,Alpine County
6,3,2016,pctunins,14.8,California,CA,Alpine County
6,5,2015,pctunins,8.2,California,CA,Amador County
6,5,2016,pctunins,7,California,CA,Amador County
6,7,2015,pctunins,13.3,California,CA,Butte County
6,7,2016,pctunins,10.7,California,CA,Butte County
6,9,2015,pctunins,10.1,California,CA,Calaveras County
6,9,2016,pctunins,8.3,California,CA,Calaveras County
6,11,2015,pctunins,17.8,California,CA,Colusa County
6,11,2016,pctunins,15.6,California,CA,Colusa County
6,13,2015,pctunins,9.8,California,CA,Contra Costa County
6,13,2016,pctunins,8.5,California,CA,Contra Costa County
6,15,2015,pctunins,11.5,California,CA,Del Norte County
6,15,2016,pctunins,10.8,California,CA,Del Norte County
6,17,2015,pctunins,8.9,California,CA,El Dorado County
6,17,2016,pctunins,7.6,California,CA,El Dorado County
6,19,2015,pctunins,16.4,California,CA,Fresno County
6,19,2016,pctunins,14.2,California,CA,Fresno County
6,21,2015,pctunins,18,California,CA,Glenn County
6,21,2016,pctunins,14.5,California,CA,Glenn County
6,23,2015,pctunins,16.7,California,CA,Humboldt County
6,23,2016,pctunins,14.4,California,CA,Humboldt County
6,25,2015,pctunins,17.7,California,CA,Imperial County
6,25,2016,pctunins,14.8,California,CA,Imperial County
6,27,2015,pctunins,11.3,California,CA,Inyo County
6,27,2016,pctunins,10.3,California,CA,Inyo County
6,29,2015,pctunins,16,California,CA,Kern County
6,29,2016,pctunins,13.3,California,CA,Kern County
6,31,2015,pctunins,15.1,California,CA,Kings County
6,31,2016,pctunins,12.7,California,CA,Kings County
6,33,2015,pctunins,16.7,California,CA,Lake County
6,33,2016,pctunins,14.6,California,CA,Lake County
6,35,2015,pctunins,10.2,California,CA,Lassen County
6,35,2016,pctunins,8.2,California,CA,Lassen County
6,37,2015,pctunins,18.4,California,CA,Los Angeles County
6,37,2016,pctunins,15.9,California,CA,Los Angeles County
6,39,2015,pctunins,17.4,California,CA,Madera County
6,39,2016,pctunins,14.3,California,CA,Madera County
6,41,2015,pctunins,7.5,California,CA,Marin County
6,41,2016,pctunins,6.4,California,CA,Marin County
6,43,2015,pctunins,9.1,California,CA,Mariposa County
6,43,2016,pctunins,7.3,California,CA,Mariposa County
6,45,2015,pctunins,14.6,California,CA,Mendocino County
6,45,2016,pctunins,12.6,California,CA,Mendocino County
6,47,2015,pctunins,15.9,California,CA,Merced County
6,47,2016,pctunins,13,California,CA,Merced County
6,49,2015,pctunins,15.4,California,CA,Modoc County
6,49,2016,pctunins,14.4,California,CA,Modoc County
6,51,2015,pctunins,23.7,California,CA,Mono County
6,51,2016,pctunins,19.9,California,CA,Mono County
6,53,2015,pctunins,18.7,California,CA,Monterey County
6,53,2016,pctunins,16.1,California,CA,Monterey County
6,55,2015,pctunins,11.7,California,CA,Napa County
6,55,2016,pctunins,9.1,California,CA,Napa County
6,57,2015,pctunins,13,California,CA,Nevada County
6,57,2016,pctunins,11.2,California,CA,Nevada County
6,59,2015,pctunins,14.4,California,CA,Orange County
6,59,2016,pctunins,12.3,California,CA,Orange County
6,61,2015,pctunins,8.9,California,CA,Placer County
6,61,2016,pctunins,7.7,California,CA,Placer County
6,63,2015,pctunins,12.4,California,CA,Plumas County
6,63,2016,pctunins,10.3,California,CA,Plumas County
6,65,2015,pctunins,16.9,California,CA,Riverside County
6,65,2016,pctunins,14.7,California,CA,Riverside County
6,67,2015,pctunins,12.1,California,CA,Sacramento County
6,67,2016,pctunins,10.4,California,CA,Sacramento County
6,69,2015,pctunins,13,California,CA,San Benito County
6,69,2016,pctunins,11.4,California,CA,San Benito County
6,71,2015,pctunins,16.5,California,CA,San Bernardino County
6,71,2016,pctunins,14.1,California,CA,San Bernardino County
6,73,2015,pctunins,14.1,California,CA,San Diego County
6,73,2016,pctunins,12.2,California,CA,San Diego County
6,75,2015,pctunins,8.5,California,CA,San Francisco County
6,75,2016,pctunins,6.9,California,CA,San Francisco County
6,77,2015,pctunins,14,California,CA,San Joaquin County
6,77,2016,pctunins,11.7,California,CA,San Joaquin County
6,79,2015,pctunins,11.9,California,CA,San Luis Obispo County
6,79,2016,pctunins,10.1,California,CA,San Luis Obispo County
6,81,2015,pctunins,8.8,California,CA,San Mateo County
6,81,2016,pctunins,7.2,California,CA,San Mateo County
6,83,2015,pctunins,15.8,California,CA,Santa Barbara County
6,83,2016,pctunins,13.6,California,CA,Santa Barbara County
6,85,2015,pctunins,9.1,California,CA,Santa Clara County
6,85,2016,pctunins,7.7,California,CA,Santa Clara County
6,87,2015,pctunins,11.9,California,CA,Santa Cruz County
