STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
29,67,2016,pctunins,17,Missouri,MO,Douglas County
29,69,2015,pctunins,16.7,Missouri,MO,Dunklin County
29,69,2016,pctunins,16.8,Missouri,MO,Dunklin County
29,71,2015,pctunins,10,Missouri,MO,Franklin County
29,71,2016,pctunins,9.5,Missouri,MO,Franklin County
29,73,2015,pctunins,9.5,Missouri,MO,Gasconade County
29,73,2016,pctunins,8.2,Missouri,MO,Gasconade County
29,75,2015,pctunins,11.5,Missouri,MO,Gentry County
29,75,2016,pctunins,11.1,Missouri,MO,Gentry County
29,77,2015,pctunins,14.3,Missouri,MO,Greene County
29,77,2016,pctunins,13,Missouri,MO,Greene County
29,79,2015,pctunins,15.6,Missouri,MO,Grundy County
29,79,2016,pctunins,16.5,Missouri,MO,Grundy County
29,81,2015,pctunins,14.7,Missouri,MO,Harrison County
29,81,2016,pctunins,14.8,Missouri,MO,Harrison County
29,83,2015,pctunins,13.7,Missouri,MO,Henry County
29,83,2016,pctunins,13.2,Missouri,MO,Henry County
29,85,2015,pctunins,18.8,Missouri,MO,Hickory County
29,85,2016,pctunins,15.8,Missouri,MO,Hickory County
29,87,2015,pctunins,12.4,Missouri,MO,Holt County
29,87,2016,pctunins,10.6,Missouri,MO,Holt County
29,89,2015,pctunins,9.3,Missouri,MO,Howard County
29,89,2016,pctunins,8.6,Missouri,MO,Howard County
29,91,2015,pctunins,12.8,Missouri,MO,Howell County
29,91,2016,pctunins,12.9,Missouri,MO,Howell County
29,93,2015,pctunins,16.4,Missouri,MO,Iron County
29,93,2016,pctunins,15.9,Missouri,MO,Iron County
29,95,2015,pctunins,14.6,Missouri,MO,Jackson County
29,95,2016,pctunins,13.3,Missouri,MO,Jackson County
29,97,2015,pctunins,15.7,Missouri,MO,Jasper County
29,97,2016,pctunins,14.2,Missouri,MO,Jasper County
29,99,2015,pctunins,10.2,Missouri,MO,Jefferson County
29,99,2016,pctunins,9.6,Missouri,MO,Jefferson County
29,101,2015,pctunins,10.5,Missouri,MO,Johnson County
29,101,2016,pctunins,10.1,Missouri,MO,Johnson County
29,103,2015,pctunins,21.7,Missouri,MO,Knox County
29,103,2016,pctunins,20.1,Missouri,MO,Knox County
29,105,2015,pctunins,16.6,Missouri,MO,Laclede County
29,105,2016,pctunins,15.2,Missouri,MO,Laclede County
29,107,2015,pctunins,10,Missouri,MO,Lafayette County
29,107,2016,pctunins,9.9,Missouri,MO,Lafayette County
29,109,2015,pctunins,15,Missouri,MO,Lawrence County
29,109,2016,pctunins,15.5,Missouri,MO,Lawrence County
29,111,2015,pctunins,10.3,Missouri,MO,Lewis County
29,111,2016,pctunins,10.6,Missouri,MO,Lewis County
29,113,2015,pctunins,11.2,Missouri,MO,Lincoln County
29,113,2016,pctunins,9.6,Missouri,MO,Lincoln County
29,115,2015,pctunins,14,Missouri,MO,Linn County
29,115,2016,pctunins,13.7,Missouri,MO,Linn County
29,117,2015,pctunins,12.8,Missouri,MO,Livingston County
29,117,2016,pctunins,13.6,Missouri,MO,Livingston County
29,119,2015,pctunins,22.4,Missouri,MO,McDonald County
29,119,2016,pctunins,21.8,Missouri,MO,McDonald County
29,121,2015,pctunins,12.9,Missouri,MO,Macon County
29,121,2016,pctunins,11.8,Missouri,MO,Macon County
29,123,2015,pctunins,13.9,Missouri,MO,Madison County
29,123,2016,pctunins,12.7,Missouri,MO,Madison County
29,125,2015,pctunins,13.6,Missouri,MO,Maries County
29,125,2016,pctunins,13.1,Missouri,MO,Maries County
29,127,2015,pctunins,14.2,Missouri,MO,Marion County
29,127,2016,pctunins,12.6,Missouri,MO,Marion County
29,129,2015,pctunins,19.6,Missouri,MO,Mercer County
29,129,2016,pctunins,18.9,Missouri,MO,Mercer County
29,131,2015,pctunins,13.8,Missouri,MO,Miller County
29,131,2016,pctunins,12.4,Missouri,MO,Miller County
29,133,2015,pctunins,20,Missouri,MO,Mississippi County
29,133,2016,pctunins,17.6,Missouri,MO,Mississippi County
29,135,2015,pctunins,16.7,Missouri,MO,Moniteau County
29,135,2016,pctunins,15,Missouri,MO,Moniteau County
29,137,2015,pctunins,14.2,Missouri,MO,Monroe County
29,137,2016,pctunins,14.8,Missouri,MO,Monroe County
29,139,2015,pctunins,12.6,Missouri,MO,Montgomery County
29,139,2016,pctunins,10.6,Missouri,MO,Montgomery County
29,141,2015,pctunins,23.2,Missouri,MO,Morgan County
29,141,2016,pctunins,24.1,Missouri,MO,Morgan County
29,143,2015,pctunins,18.4,Missouri,MO,New Madrid County
29,143,2016,pctunins,18.9,Missouri,MO,New Madrid County
29,145,2015,pctunins,15.4,Missouri,MO,Newton County
29,145,2016,pctunins,15.2,Missouri,MO,Newton County
29,147,2015,pctunins,10.5,Missouri,MO,Nodaway County
29,147,2016,pctunins,11,Missouri,MO,Nodaway County
29,149,2015,pctunins,16.7,Missouri,MO,Oregon County
29,149,2016,pctunins,16.4,Missouri,MO,Oregon County
29,151,2015,pctunins,7.2,Missouri,MO,Osage County
29,151,2016,pctunins,6.3,Missouri,MO,Osage County
29,153,2015,pctunins,16.6,Missouri,MO,Ozark County
29,153,2016,pctunins,15.8,Missouri,MO,Ozark County
29,155,2015,pctunins,17.2,Missouri,MO,Pemiscot County
29,155,2016,pctunins,16,Missouri,MO,Pemiscot County
29,157,2015,pctunins,7.5,Missouri,MO,Perry County
29,157,2016,pctunins,7.4,Missouri,MO,Perry County
29,159,2015,pctunins,15.1,Missouri,MO,Pettis County
29,159,2016,pctunins,14.5,Missouri,MO,Pettis County
29,161,2015,pctunins,11.4,Missouri,MO,Phelps County
29,161,2016,pctunins,10.3,Missouri,MO,Phelps County
29,163,2015,pctunins,13.2,Missouri,MO,Pike County
29,163,2016,pctunins,13.8,Missouri,MO,Pike County
29,165,2015,pctunins,8.1,Missouri,MO,Platte County
29,165,2016,pctunins,7.5,Missouri,MO,Platte County
29,167,2015,pctunins,12.8,Missouri,MO,Polk County
29,167,2016,pctunins,12.6,Missouri,MO,Polk County
29,169,2015,pctunins,13,Missouri,MO,Pulaski County
29,169,2016,pctunins,12.1,Missouri,MO,Pulaski County
29,171,2015,pctunins,15.4,Missouri,MO,Putnam County
29,171,2016,pctunins,14.6,Missouri,MO,Putnam County
29,173,2015,pctunins,12.7,Missouri,MO,Ralls County
29,173,2016,pctunins,10.7,Missouri,MO,Ralls County
29,175,2015,pctunins,13.2,Missouri,MO,Randolph County
29,175,2016,pctunins,11.2,Missouri,MO,Randolph County
29,177,2015,pctunins,9.3,Missouri,MO,Ray County
29,177,2016,pctunins,9.1,Missouri,MO,Ray County
29,179,2015,pctunins,12.7,Missouri,MO,Reynolds County
29,179,2016,pctunins,13,Missouri,MO,Reynolds County
29,181,2015,pctunins,16.9,Missouri,MO,Ripley County
29,181,2016,pctunins,15.8,Missouri,MO,Ripley County
29,183,2015,pctunins,6.9,Missouri,MO,St. Charles County
29,183,2016,pctunins,6.1,Missouri,MO,St. Charles County
29,185,2015,pctunins,18,Missouri,MO,St. Clair County
29,185,2016,pctunins,16.9,Missouri,MO,St. Clair County
29,186,2015,pctunins,6.7,Missouri,MO,Ste. Genevieve County
29,186,2016,pctunins,6.4,Missouri,MO,Ste. Genevieve County
29,187,2015,pctunins,13.3,Missouri,MO,St. Francois County
29,187,2016,pctunins,12.8,Missouri,MO,St. Francois County
29,189,2015,pctunins,8.9,Missouri,MO,St. Louis County
29,189,2016,pctunins,8.2,Missouri,MO,St. Louis County
29,195,2015,pctunins,9,Missouri,MO,Saline County
29,195,2016,pctunins,9.3,Missouri,MO,Saline County
29,197,2015,pctunins,19,Missouri,MO,Schuyler County
29,197,2016,pctunins,18,Missouri,MO,Schuyler County
29,199,2015,pctunins,28.4,Missouri,MO,Scotland County
29,199,2016,pctunins,29.2,Missouri,MO,Scotland County
29,201,2015,pctunins,12.9,Missouri,MO,Scott County
29,201,2016,pctunins,12.8,Missouri,MO,Scott County
29,203,2015,pctunins,16.9,Missouri,MO,Shannon County
29,203,2016,pctunins,17,Missouri,MO,Shannon County
29,205,2015,pctunins,15.8,Missouri,MO,Shelby County
29,205,2016,pctunins,14.9,Missouri,MO,Shelby County
29,207,2015,pctunins,15.2,Missouri,MO,Stoddard County
29,207,2016,pctunins,13.3,Missouri,MO,Stoddard County
29,209,2015,pctunins,16,Missouri,MO,Stone County
29,209,2016,pctunins,13.7,Missouri,MO,Stone County
29,211,2015,pctunins,15.2,Missouri,MO,Sullivan County
29,211,2016,pctunins,13.5,Missouri,MO,Sullivan County
29,213,2015,pctunins,21.1,Missouri,MO,Taney County
29,213,2016,pctunins,19.4,Missouri,MO,Taney County
29,215,2015,pctunins,16.1,Missouri,MO,Texas County
29,215,2016,pctunins,17,Missouri,MO,Texas County
29,217,2015,pctunins,17,Missouri,MO,Vernon County
29,217,2016,pctunins,17.1,Missouri,MO,Vernon County
29,219,2015,pctunins,11.7,Missouri,MO,Warren County
29,219,2016,pctunins,11.5,Missouri,MO,Warren County
29,221,2015,pctunins,15.5,Missouri,MO,Washington County
29,221,2016,pctunins,15.2,Missouri,MO,Washington County
29,223,2015,pctunins,16.4,Missouri,MO,Wayne County
29,223,2016,pctunins,14.2,Missouri,MO,Wayne County
29,225,2015,pctunins,20,Missouri,MO,Webster County
29,225,2016,pctunins,16.8,Missouri,MO,Webster County
29,227,2015,pctunins,12.7,Missouri,MO,Worth County
29,227,2016,pctunins,11.6,Missouri,MO,Worth County
29,229,2015,pctunins,19.3,Missouri,MO,Wright County
29,229,2016,pctunins,18.5,Missouri,MO,Wright County
29,510,2015,pctunins,16.6,Missouri,MO,St. Louis city
29,510,2016,pctunins,14.7,Missouri,MO,St. Louis city
30,1,2015,pctunins,11.5,Montana,MT,Beaverhead County
30,1,2016,pctunins,11.3,Montana,MT,Beaverhead County
30,3,2015,pctunins,40.9,Montana,MT,Big Horn County
30,3,2016,pctunins,39.2,Montana,MT,Big Horn County
30,5,2015,pctunins,31.5,Montana,MT,Blaine County
30,5,2016,pctunins,28.8,Montana,MT,Blaine County
30,7,2015,pctunins,13.6,Montana,MT,Broadwater County
30,7,2016,pctunins,12.2,Montana,MT,Broadwater County
30,9,2015,pctunins,13.2,Montana,MT,Carbon County
30,9,2016,pctunins,11.4,Montana,MT,Carbon County
30,11,2015,pctunins,20.7,Montana,MT,Carter County
30,11,2016,pctunins,16.1,Montana,MT,Carter County
30,13,2015,pctunins,13.5,Montana,MT,Cascade County
30,13,2016,pctunins,11.6,Montana,MT,Cascade County
30,15,2015,pctunins,21.1,Montana,MT,Chouteau County
30,15,2016,pctunins,19.1,Montana,MT,Chouteau County
30,17,2015,pctunins,11.1,Montana,MT,Custer County
30,17,2016,pctunins,9.6,Montana,MT,Custer County
30,19,2015,pctunins,7.1,Montana,MT,Daniels County
30,19,2016,pctunins,5.2,Montana,MT,Daniels County
30,21,2015,pctunins,11.5,Montana,MT,Dawson County
30,21,2016,pctunins,9.7,Montana,MT,Dawson County
30,23,2015,pctunins,14.1,Montana,MT,Deer Lodge County
30,23,2016,pctunins,13.7,Montana,MT,Deer Lodge County
30,25,2015,pctunins,12,Montana,MT,Fallon County
30,25,2016,pctunins,11.5,Montana,MT,Fallon County
30,27,2015,pctunins,14.3,Montana,MT,Fergus County
30,27,2016,pctunins,13.3,Montana,MT,Fergus County
30,29,2015,pctunins,16.4,Montana,MT,Flathead County
30,29,2016,pctunins,14,Montana,MT,Flathead County
30,31,2015,pctunins,11.8,Montana,MT,Gallatin County
30,31,2016,pctunins,10.2,Montana,MT,Gallatin County
30,33,2015,pctunins,19.2,Montana,MT,Garfield County
30,33,2016,pctunins,15.2,Montana,MT,Garfield County
30,35,2015,pctunins,35.9,Montana,MT,Glacier County
30,35,2016,pctunins,41.5,Montana,MT,Glacier County
30,37,2015,pctunins,17.9,Montana,MT,Golden Valley County
30,37,2016,pctunins,15.2,Montana,MT,Golden Valley County
30,39,2015,pctunins,14.2,Montana,MT,Granite County
30,39,2016,pctunins,12.4,Montana,MT,Granite County
30,41,2015,pctunins,17.3,Montana,MT,Hill County
30,41,2016,pctunins,14.8,Montana,MT,Hill County
30,43,2015,pctunins,9.8,Montana,MT,Jefferson County
30,43,2016,pctunins,9.5,Montana,MT,Jefferson County
30,45,2015,pctunins,14.5,Montana,MT,Judith Basin County
30,45,2016,pctunins,10.6,Montana,MT,Judith Basin County
30,47,2015,pctunins,24,Montana,MT,Lake County
30,47,2016,pctunins,22.5,Montana,MT,Lake County
30,49,2015,pctunins,9.9,Montana,MT,Lewis and Clark County
30,49,2016,pctunins,8.9,Montana,MT,Lewis and Clark County
30,51,2015,pctunins,13.8,Montana,MT,Liberty County
30,51,2016,pctunins,12.3,Montana,MT,Liberty County
30,53,2015,pctunins,19.4,Montana,MT,Lincoln County
30,53,2016,pctunins,16.3,Montana,MT,Lincoln County
30,55,2015,pctunins,7.2,Montana,MT,McCone County
30,55,2016,pctunins,5.6,Montana,MT,McCone County
30,57,2015,pctunins,15.6,Montana,MT,Madison County
30,57,2016,pctunins,14.9,Montana,MT,Madison County
30,59,2015,pctunins,16.6,Montana,MT,Meagher County
30,59,2016,pctunins,17.1,Montana,MT,Meagher County
30,61,2015,pctunins,19.8,Montana,MT,Mineral County
30,61,2016,pctunins,14,Montana,MT,Mineral County
30,63,2015,pctunins,14.4,Montana,MT,Missoula County
30,63,2016,pctunins,12.3,Montana,MT,Missoula County
30,65,2015,pctunins,13.9,Montana,MT,Musselshell County
30,65,2016,pctunins,12.9,Montana,MT,Musselshell County
30,67,2015,pctunins,15.6,Montana,MT,Park County
30,67,2016,pctunins,13.6,Montana,MT,Park County
30,69,2015,pctunins,28.7,Montana,MT,Petroleum County
30,69,2016,pctunins,22.9,Montana,MT,Petroleum County
30,71,2015,pctunins,20.3,Montana,MT,Phillips County
30,71,2016,pctunins,21.1,Montana,MT,Phillips County
30,73,2015,pctunins,17.3,Montana,MT,Pondera County
30,73,2016,pctunins,14.8,Montana,MT,Pondera County
30,75,2015,pctunins,15.9,Montana,MT,Powder River County
30,75,2016,pctunins,13.6,Montana,MT,Powder River County
30,77,2015,pctunins,14.6,Montana,MT,Powell County
30,77,2016,pctunins,14.1,Montana,MT,Powell County
30,79,2015,pctunins,12.9,Montana,MT,Prairie County
30,79,2016,pctunins,10.3,Montana,MT,Prairie County
30,81,2015,pctunins,17.8,Montana,MT,Ravalli County
30,81,2016,pctunins,15.8,Montana,MT,Ravalli County
30,83,2015,pctunins,18.8,Montana,MT,Richland County
30,83,2016,pctunins,15,Montana,MT,Richland County
30,85,2015,pctunins,28.1,Montana,MT,Roosevelt County
30,85,2016,pctunins,26.3,Montana,MT,Roosevelt County
30,87,2015,pctunins,23.9,Montana,MT,Rosebud County
30,87,2016,pctunins,20.2,Montana,MT,Rosebud County
30,89,2015,pctunins,21.7,Montana,MT,Sanders County
30,89,2016,pctunins,18.4,Montana,MT,Sanders County
30,91,2015,pctunins,8.5,Montana,MT,Sheridan County
30,91,2016,pctunins,7.7,Montana,MT,Sheridan County
30,93,2015,pctunins,15.7,Montana,MT,Silver Bow County
30,93,2016,pctunins,13,Montana,MT,Silver Bow County
30,95,2015,pctunins,11,Montana,MT,Stillwater County
30,95,2016,pctunins,10.6,Montana,MT,Stillwater County
30,97,2015,pctunins,11.2,Montana,MT,Sweet Grass County
30,97,2016,pctunins,10.6,Montana,MT,Sweet Grass County
30,99,2015,pctunins,14.7,Montana,MT,Teton County
30,99,2016,pctunins,14.7,Montana,MT,Teton County
30,101,2015,pctunins,21.4,Montana,MT,Toole County
30,101,2016,pctunins,16.9,Montana,MT,Toole County
30,103,2015,pctunins,9.5,Montana,MT,Treasure County
30,103,2016,pctunins,7.1,Montana,MT,Treasure County
30,105,2015,pctunins,12.5,Montana,MT,Valley County
30,105,2016,pctunins,11.3,Montana,MT,Valley County
30,107,2015,pctunins,15.8,Montana,MT,Wheatland County
30,107,2016,pctunins,11.8,Montana,MT,Wheatland County
30,109,2015,pctunins,15.5,Montana,MT,Wibaux County
30,109,2016,pctunins,12.1,Montana,MT,Wibaux County
30,111,2015,pctunins,14,Montana,MT,Yellowstone County
30,111,2016,pctunins,11.9,Montana,MT,Yellowstone County
31,1,2015,pctunins,10.1,Nebraska,NE,Adams County
31,1,2016,pctunins,9.4,Nebraska,NE,Adams County
31,3,2015,pctunins,9.2,Nebraska,NE,Antelope County
31,3,2016,pctunins,8.6,Nebraska,NE,Antelope County
31,5,2015,pctunins,12.1,Nebraska,NE,Arthur County
31,5,2016,pctunins,10.5,Nebraska,NE,Arthur County
31,7,2015,pctunins,12.2,Nebraska,NE,Banner County
31,7,2016,pctunins,10.2,Nebraska,NE,Banner County
31,9,2015,pctunins,23.6,Nebraska,NE,Blaine County
31,9,2016,pctunins,19.5,Nebraska,NE,Blaine County
31,11,2015,pctunins,7.4,Nebraska,NE,Boone County
31,11,2016,pctunins,6.5,Nebraska,NE,Boone County
31,13,2015,pctunins,8.5,Nebraska,NE,Box Butte County
31,13,2016,pctunins,8.6,Nebraska,NE,Box Butte County
31,15,2015,pctunins,11.7,Nebraska,NE,Boyd County
31,15,2016,pctunins,11.3,Nebraska,NE,Boyd County
31,17,2015,pctunins,14.1,Nebraska,NE,Brown County
31,17,2016,pctunins,12.2,Nebraska,NE,Brown County
31,19,2015,pctunins,7.8,Nebraska,NE,Buffalo County
31,19,2016,pctunins,8.3,Nebraska,NE,Buffalo County
31,21,2015,pctunins,9.5,Nebraska,NE,Burt County
31,21,2016,pctunins,8.8,Nebraska,NE,Burt County
31,23,2015,pctunins,8,Nebraska,NE,Butler County
31,23,2016,pctunins,8.1,Nebraska,NE,Butler County
31,25,2015,pctunins,6.2,Nebraska,NE,Cass County
31,25,2016,pctunins,5.9,Nebraska,NE,Cass County
31,27,2015,pctunins,5.8,Nebraska,NE,Cedar County
31,27,2016,pctunins,5.8,Nebraska,NE,Cedar County
31,29,2015,pctunins,13,Nebraska,NE,Chase County
31,29,2016,pctunins,14.4,Nebraska,NE,Chase County
31,31,2015,pctunins,9.4,Nebraska,NE,Cherry County
31,31,2016,pctunins,9.8,Nebraska,NE,Cherry County
31,33,2015,pctunins,7.3,Nebraska,NE,Cheyenne County
31,33,2016,pctunins,6.6,Nebraska,NE,Cheyenne County
31,35,2015,pctunins,11.8,Nebraska,NE,Clay County
31,35,2016,pctunins,11.2,Nebraska,NE,Clay County
31,37,2015,pctunins,14.1,Nebraska,NE,Colfax County
31,37,2016,pctunins,11.7,Nebraska,NE,Colfax County
31,39,2015,pctunins,9.3,Nebraska,NE,Cuming County
31,39,2016,pctunins,8.9,Nebraska,NE,Cuming County
31,41,2015,pctunins,12.2,Nebraska,NE,Custer County
31,41,2016,pctunins,10.7,Nebraska,NE,Custer County
31,43,2015,pctunins,16.1,Nebraska,NE,Dakota County
31,43,2016,pctunins,15.2,Nebraska,NE,Dakota County
31,45,2015,pctunins,15.3,Nebraska,NE,Dawes County
31,45,2016,pctunins,13.9,Nebraska,NE,Dawes County
31,47,2015,pctunins,13.2,Nebraska,NE,Dawson County
31,47,2016,pctunins,13.8,Nebraska,NE,Dawson County
31,49,2015,pctunins,14.2,Nebraska,NE,Deuel County
31,49,2016,pctunins,14.7,Nebraska,NE,Deuel County
31,51,2015,pctunins,11.7,Nebraska,NE,Dixon County
31,51,2016,pctunins,9.2,Nebraska,NE,Dixon County
31,53,2015,pctunins,11.8,Nebraska,NE,Dodge County
31,53,2016,pctunins,11.7,Nebraska,NE,Dodge County
31,55,2015,pctunins,11.3,Nebraska,NE,Douglas County
31,55,2016,pctunins,10.7,Nebraska,NE,Douglas County
31,57,2015,pctunins,14.3,Nebraska,NE,Dundy County
31,57,2016,pctunins,12,Nebraska,NE,Dundy County
31,59,2015,pctunins,10.2,Nebraska,NE,Fillmore County
31,59,2016,pctunins,9.3,Nebraska,NE,Fillmore County
31,61,2015,pctunins,8.5,Nebraska,NE,Franklin County
31,61,2016,pctunins,6.7,Nebraska,NE,Franklin County
31,63,2015,pctunins,10.7,Nebraska,NE,Frontier County
31,63,2016,pctunins,10.3,Nebraska,NE,Frontier County
31,65,2015,pctunins,10.8,Nebraska,NE,Furnas County
31,65,2016,pctunins,9.3,Nebraska,NE,Furnas County
31,67,2015,pctunins,6.8,Nebraska,NE,Gage County
31,67,2016,pctunins,6,Nebraska,NE,Gage County
31,69,2015,pctunins,14.4,Nebraska,NE,Garden County
31,69,2016,pctunins,10.5,Nebraska,NE,Garden County
31,71,2015,pctunins,9.7,Nebraska,NE,Garfield County
31,71,2016,pctunins,8.8,Nebraska,NE,Garfield County
31,73,2015,pctunins,9,Nebraska,NE,Gosper County
31,73,2016,pctunins,8.3,Nebraska,NE,Gosper County
31,75,2015,pctunins,12.5,Nebraska,NE,Grant County
31,75,2016,pctunins,12.1,Nebraska,NE,Grant County
31,77,2015,pctunins,9.1,Nebraska,NE,Greeley County
31,77,2016,pctunins,6.7,Nebraska,NE,Greeley County
31,79,2015,pctunins,15.6,Nebraska,NE,Hall County
31,79,2016,pctunins,14.8,Nebraska,NE,Hall County
31,81,2015,pctunins,5.9,Nebraska,NE,Hamilton County
31,81,2016,pctunins,5,Nebraska,NE,Hamilton County
31,83,2015,pctunins,10.9,Nebraska,NE,Harlan County
31,83,2016,pctunins,10.9,Nebraska,NE,Harlan County
31,85,2015,pctunins,18.7,Nebraska,NE,Hayes County
31,85,2016,pctunins,19,Nebraska,NE,Hayes County
31,87,2015,pctunins,14.2,Nebraska,NE,Hitchcock County
31,87,2016,pctunins,14.7,Nebraska,NE,Hitchcock County
31,89,2015,pctunins,9.2,Nebraska,NE,Holt County
31,89,2016,pctunins,7.3,Nebraska,NE,Holt County
31,91,2015,pctunins,8.9,Nebraska,NE,Hooker County
31,91,2016,pctunins,7.6,Nebraska,NE,Hooker County
31,93,2015,pctunins,6,Nebraska,NE,Howard County
31,93,2016,pctunins,5.1,Nebraska,NE,Howard County
31,95,2015,pctunins,7.9,Nebraska,NE,Jefferson County
31,95,2016,pctunins,6.9,Nebraska,NE,Jefferson County
31,97,2015,pctunins,9.9,Nebraska,NE,Johnson County
31,97,2016,pctunins,9.3,Nebraska,NE,Johnson County
31,99,2015,pctunins,8.7,Nebraska,NE,Kearney County
31,99,2016,pctunins,8.1,Nebraska,NE,Kearney County
31,101,2015,pctunins,13.2,Nebraska,NE,Keith County
31,101,2016,pctunins,12.5,Nebraska,NE,Keith County
31,103,2015,pctunins,7,Nebraska,NE,Keya Paha County
31,103,2016,pctunins,6.9,Nebraska,NE,Keya Paha County
31,105,2015,pctunins,16,Nebraska,NE,Kimball County
31,105,2016,pctunins,15.1,Nebraska,NE,Kimball County
31,107,2015,pctunins,11.5,Nebraska,NE,Knox County
31,107,2016,pctunins,11,Nebraska,NE,Knox County
31,109,2015,pctunins,9.7,Nebraska,NE,Lancaster County
31,109,2016,pctunins,9.3,Nebraska,NE,Lancaster County
31,111,2015,pctunins,11,Nebraska,NE,Lincoln County
31,111,2016,pctunins,10.5,Nebraska,NE,Lincoln County
31,113,2015,pctunins,9.9,Nebraska,NE,Logan County
31,113,2016,pctunins,11.6,Nebraska,NE,Logan County
31,115,2015,pctunins,8.2,Nebraska,NE,Loup County
31,115,2016,pctunins,9.2,Nebraska,NE,Loup County
31,117,2015,pctunins,1.8,Nebraska,NE,McPherson County
31,117,2016,pctunins,2.1,Nebraska,NE,McPherson County
31,119,2015,pctunins,11.2,Nebraska,NE,Madison County
31,119,2016,pctunins,10.4,Nebraska,NE,Madison County
31,121,2015,pctunins,9.3,Nebraska,NE,Merrick County
31,121,2016,pctunins,8.9,Nebraska,NE,Merrick County
31,123,2015,pctunins,12.8,Nebraska,NE,Morrill County
31,123,2016,pctunins,13,Nebraska,NE,Morrill County
31,125,2015,pctunins,11.3,Nebraska,NE,Nance County
31,125,2016,pctunins,9.4,Nebraska,NE,Nance County
31,127,2015,pctunins,8.1,Nebraska,NE,Nemaha County
31,127,2016,pctunins,5.9,Nebraska,NE,Nemaha County
31,129,2015,pctunins,10.3,Nebraska,NE,Nuckolls County
31,129,2016,pctunins,10.3,Nebraska,NE,Nuckolls County
31,131,2015,pctunins,9.4,Nebraska,NE,Otoe County
31,131,2016,pctunins,8.3,Nebraska,NE,Otoe County
31,133,2015,pctunins,15.1,Nebraska,NE,Pawnee County
31,133,2016,pctunins,16.2,Nebraska,NE,Pawnee County
31,135,2015,pctunins,8.4,Nebraska,NE,Perkins County
31,135,2016,pctunins,5.6,Nebraska,NE,Perkins County
31,137,2015,pctunins,8,Nebraska,NE,Phelps County
31,137,2016,pctunins,6.2,Nebraska,NE,Phelps County
31,139,2015,pctunins,6.4,Nebraska,NE,Pierce County
31,139,2016,pctunins,4.9,Nebraska,NE,Pierce County
31,141,2015,pctunins,10.7,Nebraska,NE,Platte County
31,141,2016,pctunins,8.9,Nebraska,NE,Platte County
31,143,2015,pctunins,7.9,Nebraska,NE,Polk County
31,143,2016,pctunins,9.1,Nebraska,NE,Polk County
31,145,2015,pctunins,10.5,Nebraska,NE,Red Willow County
31,145,2016,pctunins,9.6,Nebraska,NE,Red Willow County
31,147,2015,pctunins,7.5,Nebraska,NE,Richardson County
31,147,2016,pctunins,6.9,Nebraska,NE,Richardson County
31,149,2015,pctunins,15.8,Nebraska,NE,Rock County
31,149,2016,pctunins,15,Nebraska,NE,Rock County
31,151,2015,pctunins,9.9,Nebraska,NE,Saline County
31,151,2016,pctunins,11.2,Nebraska,NE,Saline County
31,153,2015,pctunins,6.6,Nebraska,NE,Sarpy County
31,153,2016,pctunins,6,Nebraska,NE,Sarpy County
31,155,2015,pctunins,6.7,Nebraska,NE,Saunders County
31,155,2016,pctunins,5.1,Nebraska,NE,Saunders County
31,157,2015,pctunins,14.3,Nebraska,NE,Scotts Bluff County
31,157,2016,pctunins,13.7,Nebraska,NE,Scotts Bluff County
31,159,2015,pctunins,6,Nebraska,NE,Seward County
31,159,2016,pctunins,6,Nebraska,NE,Seward County
31,161,2015,pctunins,14,Nebraska,NE,Sheridan County
31,161,2016,pctunins,14.9,Nebraska,NE,Sheridan County
31,163,2015,pctunins,7.9,Nebraska,NE,Sherman County
31,163,2016,pctunins,7.7,Nebraska,NE,Sherman County
31,165,2015,pctunins,10.1,Nebraska,NE,Sioux County
31,165,2016,pctunins,10.6,Nebraska,NE,Sioux County
31,167,2015,pctunins,9.7,Nebraska,NE,Stanton County
31,167,2016,pctunins,10,Nebraska,NE,Stanton County
31,169,2015,pctunins,5.6,Nebraska,NE,Thayer County
31,169,2016,pctunins,5.7,Nebraska,NE,Thayer County
31,171,2015,pctunins,9.3,Nebraska,NE,Thomas County
31,171,2016,pctunins,7.4,Nebraska,NE,Thomas County
31,173,2015,pctunins,28.9,Nebraska,NE,Thurston County
31,173,2016,pctunins,30.1,Nebraska,NE,Thurston County
31,175,2015,pctunins,10,Nebraska,NE,Valley County
31,175,2016,pctunins,9.9,Nebraska,NE,Valley County
31,177,2015,pctunins,7.2,Nebraska,NE,Washington County
31,177,2016,pctunins,5.6,Nebraska,NE,Washington County
31,179,2015,pctunins,7.6,Nebraska,NE,Wayne County
31,179,2016,pctunins,6.1,Nebraska,NE,Wayne County
31,181,2015,pctunins,9.7,Nebraska,NE,Webster County
31,181,2016,pctunins,10.6,Nebraska,NE,Webster County
31,183,2015,pctunins,8.6,Nebraska,NE,Wheeler County
31,183,2016,pctunins,5,Nebraska,NE,Wheeler County
31,185,2015,pctunins,8.7,Nebraska,NE,York County
31,185,2016,pctunins,7.7,Nebraska,NE,York County
32,1,2015,pctunins,16,Nevada,NV,Churchill County
32,1,2016,pctunins,15.9,Nevada,NV,Churchill County
32,3,2015,pctunins,19,Nevada,NV,Clark County
32,3,2016,pctunins,16.9,Nevada,NV,Clark County
